SRH,vs,RCB
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.6,6,"Watson to Cutting, SIX, huuuge! Length delivery on off, sits up for Cutting. Hammered over square leg for six. Can't bowl that length with medium pace.",Watson,Cutting
19.5,0,"Watson to Cutting, no run, a bouncer. A nice change in length. Cutting ducks underneath 200 in the first game of the season",Watson,Cutting
19.4,2,"Watson to Cutting, 2 runs, a low full toss this time, hit over the bowler for a couple. Superb ball-striking off some pretty good bowling",Watson,Cutting
19.3,6,"Watson to Cutting, SIX, all power. Full and wide outside off, Cutting stays in his crease and lofts the ball nonchalantly over deep cover. So much power behind that stroke",Watson,Cutting
19.2,1,"Watson to Hooda, 1 run, excellent bowling. 133 kph, extremely wide. Hooda reaches out and guides a run to point",Watson,Hooda
19.1,1,"Watson to Cutting, 1 run, full and wide, well bowled. A thick outside edge to third man for a run. Good options from Watson. Takes the six over square leg/midwicket out Watson will finish. DJ Hooda TS Mills BCJ Cutting A Choudhary",Watson,Cutting
18.6,0,"Mills to Hooda, no run, good end from Mills. Considering the damage, this hasn't been a bad debut from Mills. Length on leg, Hooda wants one to third man but fails to connect",Mills,Hooda
18.5,1,"Mills to Cutting, 1 run, a length delivery on middle, pulled to long-on for a run. Nice length again.",Mills,Cutting
18.4,W,"Mills to Yuvraj Singh, OUT, bowled this time. And Mills is pumped. 143 kph. That is quite an ideal delivery. Good length on middle, not full, not short. That indecisive length. Yuvraj looks",Mills,Yuvraj Singh
18.3,6,"Mills to Yuvraj Singh, SIX, that sits up for Yuvraj. A back of the hand slower ball that is bowled short. Yuvraj picks the length and boom. Swatted over square leg. A lovely sound off the bat",Mills,Yuvraj Singh
18.2,4,"Mills to Yuvraj Singh, FOUR, lovely shot. Full and straight, all pace. Yuvraj was setting himself for the slower ball and was prepared to improvise if the ball was quick. It was and he did well. Just a flick past short fine leg",Mills,Yuvraj Singh
18.1,1,"Mills to Hooda, 1 run, another back of the hand slower bouncer. Hooda is beaten, but then so slow is the ball that he pulls to deep square leg. Good improvisation DJ Hooda A Choudhary Yuvraj Singh TS Mills",Mills,Hooda
17.6,1,"Choudhary to Hooda, 1 run, went right across. Went behind the stumps too outside off. Choudhary misses an opportunity by not bowling that full and straight. Hooda flicks to deep",Choudhary,Hooda
17.5,2,"Choudhary to Hooda, 2 runs, excellent bouncer. Back of a length on leg, Hooda, beaten for pace, gloves his pull over the keeper for a couple. Good change in length",Choudhary,Hooda
17.4,1,"Choudhary to Yuvraj Singh, 1 run, full and wide again, carved to deep point on the bounce. The fielder is a lot finer now",Choudhary,Yuvraj Singh
17.3,4,"Choudhary to Yuvraj Singh, FOUR, sliced over point for four. Yuvraj makes fifty. Off 23 balls. His fastest in IPL. Full and wide from Choudhary, not a bad area to bowl actually. But then why isn't the sweeper finer, towards point",Choudhary,Yuvraj Singh
17.3,1w,"Choudhary to Yuvraj Singh, 1 wide, another wide called. Full and excessively wide outside off. Outside the tramline, called",Choudhary,Yuvraj Singh
17.3,1w,"Choudhary to Yuvraj Singh, 1 wide, full and very wide outside off, called",Choudhary,Yuvraj Singh
17.2,1,"Choudhary to Hooda, 1 run, over point for a run. A full toss on off, Hooda's slog skews to deep point",Choudhary,Hooda
17.1,6,"Choudhary to Hooda, SIX, parried for six. RCB's woes continue. A slower ball on middle, Hooda swings. High in the air, Chahal moves back slowly, conscious of the boundary. In the DJ Hooda TS Mills Yuvraj Singh YS Chahal",Choudhary,Hooda
16.6,1,"Mills to Hooda, 1 run, another slower variation to end the over. Good length outside off, dabbed towards point",Mills,Hooda
16.5,0,"Mills to Hooda, no run, flummoxes Hooda. The slower bouncer, back of the hand. Hooda thinks it's pacey, but it isn't. Ducks underneath.",Mills,Hooda
16.4,1,"Mills to Yuvraj Singh, 1 run, there is that slower ball. Good length outside off, slapped to cover for a run",Mills,Yuvraj Singh
16.3,4,"Mills to Yuvraj Singh, FOUR, four more. A bouncer on off, Yuvraj pulls, doesn't keep it down, but hammers the pull into the gap in front of square",Mills,Yuvraj Singh
16.2,0,"Mills to Yuvraj Singh, no run, beaten for pace. Superb from Mills. Back of a length and close enough to off stump. Yuvraj misses his dab to third man",Mills,Yuvraj Singh
16.1,1,"Mills to Hooda, 1 run, good length outside off, dabbed away to third man DJ Hooda YS Chahal Yuvraj Singh S Aravind",Mills,Hooda
15.6,1,"Chahal to Hooda, 1 run, clipped through square leg for a run",Chahal,Hooda
15.5,1,"Chahal to Yuvraj Singh, 1 run, oh, fantastic stuff from Mandeep. A flat delivery outside off, so",Chahal,Yuvraj Singh
15.4,1,"Chahal to Hooda, 1 run, worked away to deep midwicket",Chahal,Hooda
15.3,1,"Chahal to Yuvraj Singh, 1 run, what? how? It's happened again. A googly on middle, Yuvraj looks to pull but gets a leading edge which plonks near cover. Watson labours towards",Chahal,Yuvraj Singh
15.2,W,"Chahal to Henriques, OUT, taken at the boundary. Full delivery on off, Henriques runs down, but doesn't quite get to the pitch. He goes through with the stroke, and gets more elevation than distance. It goes straight up. Long-off takes a good catch at the boundary. A reverse- cupped catch. They're having a look at the no-ball, but he's fine. Just! MC Henriques c Sachin Baby b Chahal 52 (67m 37b 3x4 2x6) SR: 140.54",Chahal,Henriques,Sachin Baby
15.1,0,"Chahal to Henriques, no run, a flat delivery on off from Chahal, pushed back MC Henriques S Aravind Yuvraj Singh SR Watson",Chahal,Henriques
14.6,1,"Aravind to Henriques, 1 run, full-toss on middle and leg, misses the yorker, punched to the midwicket region",Aravind,Henriques
14.5,6,"Aravind to Henriques, SIX, just short of a good length on off, another slower ball, this one sits up. Henriques picks it up and dumps it over midwicket",Aravind,Henriques
14.4,1,"Aravind to Yuvraj Singh, 1 run, another hip-high short ball just outside off, stylishly whipped to deep square leg",Aravind,Yuvraj Singh
14.3,6,"Aravind to Yuvraj Singh, SIX, Yuvraj launches another one into the stands. If you want to bowl short, you have to target the badge. This is a hip-high short ball outside off, possibly a slower one, picked up and pulled over midwicket",Aravind,Yuvraj Singh
14.2,1,"Aravind to Henriques, 1 run, back of a length on the leg stump, worked to square leg",Aravind,Henriques
14.1,4,"Aravind to Henriques, FOUR, Henriques jumps down the track, Aravind goes shorter and outside off, slapped away to the right of Chahal at sweeper cover MC Henriques SR Watson Yuvraj Singh A Choudhary",Aravind,Henriques
13.6,1,"Watson to Henriques, 1 run, really full on middle and leg, pushed down to long-on for one",Watson,Henriques
13.5,0,"Watson to Henriques, no run, change-up. Slower and wider outside off, Henriques reaches out but can't touch the ball",Watson,Henriques
