RCB,vs,SRH
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.3,6,"Cutting to Choudhary, SIX, nice way to start your IPL batting career. A bouncer on leg, Choudhary gets a thick top-edge which flies over fine leg for six.",Cutting,Choudhary
19.2,1,"Cutting to Chahal, 1 run, good length delivery on middle, pulled towards midwicket. The fielder gets across and misses the stumps at the bowler's end. Out if he hit. A fantastic start by Sunrisers. Shows the value of utility players",Cutting,Chahal
19.1,0,"Cutting to Chahal, no run, good length delivery outside off, pushed away towards point. YS Chahal B Kumar A Choudhary A Nehra",Cutting,Chahal
18.6,1,"Kumar to Chahal, 1 run, legcutter on middle, worked to midwicket. A couple of wickets for Bhuvi too, does his job",Kumar,Chahal
18.5,W,"Kumar to Mills, OUT, very very high in the air, and Warner takes it. A slower delivery on",Kumar,Mills
18.4,6,"Kumar to Mills, SIX, smashed for six. Full and wide outside off, Mills unleashes a square drive over point. Way into the stands, Surely a better No. 8 than Aravind",Kumar,Mills
18.3,1,"Kumar to Chahal, 1 run, slower ball, nudged down to fine leg for a single",Kumar,Chahal
18.2,0,"Kumar to Chahal, no run, full and straight, defended to mid-off",Kumar,Chahal
18.1,1lb,"Kumar to Mills, 1 leg bye, fullish on the middle and leg stumps, looked like a thick inside edge into the pad for a run towards third man YS Chahal A Nehra TS Mills B Kumar",Kumar,Mills
17.6,0,"Nehra to Chahal, no run, and again. Full and wide, Chahal plays a drive too early and is beaten. Two wickets for Nehra in his spell",Nehra,Chahal
17.5,0,"Nehra to Chahal, no run, ooh, just past the outside edge. Full and wide outside off, Chahal is beaten on the outside edge On a hat-trick",Nehra,Chahal
17.4,W,"Nehra to Aravind, OUT, bowled. Clean through. Araving gives himself room, but Nehra is full and straight. Smashes into leg stump. Zing bails go everywhere. Nehra gets to 100 IPL wickets S Aravind b Nehra 0 (5m 2b 0x4 0x6) SR: 0.00 Tymal Mills.",Nehra,Aravind
17.3,W,"Nehra to Watson, OUT, that's the game. A full toss on middle and off, the ball moves away in the air. Watson cannot time his heave. Gets a leading edge which hangs in the air for a bit before settling in midwicket's reverse-cupped hands. Simple. SR Watson c Henriques b Nehra 22 (31m 17b 1x4 1x6) SR: 129.41",Nehra,Watson,Henriques
17.2,0,"Nehra to Watson, no run, there it is. Turns down the single. A full delivery down leg, Watson misses a sweep. Off the pad towards midwicket",Nehra,Watson
17.1,2,"Nehra to Watson, 2 runs, doesn't look quick. A low full toss on middle and leg, swept away to deep square leg. Watson labours back for two S Aravind B Kumar SR Watson BCJ Cutting",Nehra,Watson
