RPS,vs,MI
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.5,6,"Pollard to Smith, SIX, and that is the game. Full, on middle, Smith walks across and flicks it over midwicket. Times it superbly and the ball carries the distance",Pollard,Smith
19.4,6,"Pollard to Smith, SIX, is that the game! Smith launches one into the long-on stands and it is a",Pollard,Smith
19.3,1,"Pollard to Dhoni, 1 run, length ball, Dhoni cannot time this pull shot and the ball is fielded at the deep",Pollard,Dhoni
19.2,1,"Pollard to Smith, 1 run, Smith walks across towards off. Pollard bowls it full and Smith whips it away to deep backward square leg where Vinay Kumar tidies up Pollard in the 20th over in the IPL - 11.15 economy rate",Pollard,Smith
19.1,1,"Pollard to Dhoni, 1 run, shortish, Dhoni tries to pull and drags it straight down the ground as the ball crashes into the stumps at the non-striker's end MS Dhoni JJ Bumrah SPD Smith MJ McClenaghan",Pollard,Dhoni
18.6,1,"Bumrah to Dhoni, 1 run, dropped. Southee spills a sitter at long-on. Full toss from Bumrah and Dhoni does not find the elevation needed. Sends it straight into the hands of Southee who puts it down. Bumrah can't believe his luck",Bumrah,Dhoni
18.5,4,"Bumrah to Dhoni, FOUR, like he has been doing for so many years now, Dhoni finds the fence when most needed. Bumrah errs in length and drops it a tad too short and Dhoni pulls with brute force to deep square leg",Bumrah,Dhoni
18.4,0,"Bumrah to Dhoni, no run, swing and a miss and the ball goes over the stumps. Back-to-back dots and the pressure back on Pune all of a sudden",Bumrah,Dhoni
18.3,0,"Bumrah to Dhoni, no run, goes for a big pull shot but gets cramped for room as it cuts back into him. Bumrah makes a feeble appeal for an lbw, seems like it flicked his back pocket",Bumrah,Dhoni
18.2,1,"Bumrah to Smith, 1 run, fullish, outside off, whips it away but straight to deep midwicket",Bumrah,Smith
18.1,1,"Bumrah to Dhoni, 1 run, short of a length, Dhoni punches it down to long-off for a single SPD Smith MJ McClenaghan MS Dhoni JJ Bumrah",Bumrah,Dhoni
17.6,4,"McClenaghan to Smith, FOUR, length, outside off, Smith lays into a pull shot and the ball screams into the boundary, beats deep midwicket running to his left",McClenaghan,Smith
17.5,1,"McClenaghan to Dhoni, 1 run, length, drops it in front of point for a single",McClenaghan,Dhoni
17.4,1,"McClenaghan to Smith, 1 run, manufactures some room and cuts to point for a single",McClenaghan,Smith
17.3,0,"McClenaghan to Smith, no run, short ball, gets up considerably outside off. Smith withdraws his bat and looks for a wide call. But he had moved quite some way outside off",McClenaghan,Smith
17.2,1,"McClenaghan to Dhoni, 1 run, short of a length, Dhoni swivels around and pulls to deep square leg",McClenaghan,Dhoni
17.1,0,"McClenaghan to Dhoni, no run, full, outside off, driven straight to mid-off SPD Smith JJ Bumrah MS Dhoni HH Pandya",McClenaghan,Dhoni
16.6,4,"Bumrah to Smith, FOUR, lovely shot. Width on offer outside off and Smith makes him pay the price. Opens the bat face really late and comfortably beats short third man",Bumrah,Smith
16.5,2,"Bumrah to Smith, 2 runs, plays it late and opens the bat face. Backward point makes a diving save but ends up conceding an overthrow with the batsman well inside the crease",Bumrah,Smith
16.4,0,"Bumrah to Smith, no run, tries to cut but it does not get up enough and he gets beaten",Bumrah,Smith
16.3,2,"Bumrah to Smith, 2 runs, fullish, whipped off the pads to cow corner, deep midwicket runs to his left and cuts it off in front of the boundary",Bumrah,Smith
16.2,1,"Bumrah to Dhoni, 1 run, short of good length, Dhoni jumps across and dabs it through square leg Avneet : ""Meanwhile, somewhere, KOHLI-ABD are laughing reading these comments of best pairs. """,Bumrah,Dhoni
16.1,1,"Bumrah to Smith, 1 run, slower full toss, outside off, Smith flicks it into deep midwicket for one SPD Smith HH Pandya MS Dhoni TG Southee",Bumrah,Smith
15.6,1,"HH Pandya to Smith, 1 run, length, outside off, another attempt at a pull shot but not short enough and Smith knocks it to long-on for one",HH Pandya,Smith
15.5,2,"HH Pandya to Smith, 2 runs, width on offer outside off, Smith carves it to the left of point who gets down but does not stop the ball entirely",HH Pandya,Smith
15.4,1,"HH Pandya to Dhoni, 1 run, slightly short but not short enough. Dhoni attempts a pull and drags it down to long-on",HH Pandya,Dhoni
15.3,1,"HH Pandya to Smith, 1 run, length outside off, Smith uses his wrists to flick it to midwicket for one. Turns the strike over to Dhoni and the crowd roars in delight",HH Pandya,Smith
15.2,W,"HH Pandya to Stokes, OUT, slower ball from Pandya and Stokes does not pick it. And he also fetches it from way outside off. Tries to slog, the bat face closes in his hand as he completes the shot and he sends it straight down the throat of deep midwicket BA Stokes c Southee b HH Pandya 21 (26m 14b 3x4 0x6) SR: 150.00",HH Pandya,Stokes,Southee
15.1,4,"HH Pandya to Stokes, FOUR, full, outside off, Stokes picks it up from outside off and whips it away towards cow corner. Pollard darts across from long-on but cannot get down entirely and the ball goes into the boundary. Pandya is not amused and has his hands up in the air SPD Smith TG Southee BA Stokes KA Pollard",HH Pandya,Stokes
14.6,0,"Southee to Smith, no run, gives himself room by staying legside of it and tries to shovel it over the off-side in-field. But Southee does well to take it away from him, forces him to reach out",Southee,Smith
14.6,1w,"Southee to Smith, 1 wide, backs away to make room and Southee overcompensates with his line, tries to take it away from Smith and fires it too wide outside off",Southee,Smith
14.5,1,"Southee to Stokes, 1 run, fuller ball, pushed straight down the ground for a single",Southee,Stokes
14.4,1,"Southee to Smith, 1 run, good length, outside off, Smith shuffles across and tucks, gets a bat- pad to square leg",Southee,Smith
14.3,2,"Southee to Smith, 2 runs, short of a length, outside off, punches it down the ground to the left of long-on and he takes on the fielder there to charge back for the second. Fifty for Smith in",Southee,Smith
