GL,vs,GL
Ball No,Runs,General Commentary,Bowler,Batsman,Fielder
19.5,W,"Boult to Karthik, OUT, short ball, homing in towards the shoulder, Karthik can't control a pull. He is beaten for pace and holes out to wide long-on KD Karthik c Yadav b Boult 47 (42m 25b 6x4 2x6) SR: 188.00 This is now the highest fourth-wicket stand for Lions in the IPL",Boult,Karthik,Yadav
19.4,4,"Boult to Karthik, FOUR, Karthik has reversed it over short third man. 138ks, pace on the ball, length on middle. Karthik pre-meditated, shuffled away and reverse swatted it over the",Boult,Karthik
19.3,4,"Boult to Karthik, FOUR, slower ball outside off, 111ks, Karthik picked it, waited for it to arrive and then gloriously lofted the offcutter over extra cover, who had come in before this over",Boult,Karthik
19.2,1,"Boult to Raina, 1 run, Raina moves away outside leg, Boult follows him with a full-toss, which is driven to the right of the bowler",Boult,Raina
19.1,1lb,"Boult to Karthik, 1 leg bye, shimmies out, misses the flick against a full-toss, hits the pad and rolls square SK Raina CR Woakes KD Karthik TA Boult",Boult,Karthik
18.6,4,"Woakes to Raina, FOUR, backward point it up and third man is up. Poor ball. Short and attached with a lot of width outside off, Raina now flays it away in the gap between the two men behind square",Woakes,Raina
18.5,1,"Woakes to Karthik, 1 run, errs in length and gets away. Full-toss on middle and leg, swiped to only deep square leg",Woakes,Karthik
18.4,4,"Woakes to Karthik, FOUR, Woakes misses his length and line. Short and wide outside off - possibly a slower ball - Karthik picks it up and flays it over backward point",Woakes,Karthik
18.3,6,"Woakes to Karthik, SIX, good length and outside off, right in the slot, Karthik presses forward and hoists it powerfully over long-on",Woakes,Karthik
18.2,1,"Woakes to Raina, 1 run, Mid-pitch collision. Raina, ball-watching, rams into Woakes. The bowler is down. He gets up and shares a laugh with Raina. This was short and wide outside off, scythed to point",Woakes,Raina
18.1,0,"Woakes to Raina, no run, looks like a slower offcutter outside off, bounces, Raina swings early and misses Woakes KD Karthik TA Boult SK Raina PP Chawla",Woakes,Raina
17.6,4,"Boult to Karthik, FOUR, mid-off is inside the circle and Karthik absolutely belts it straight of the fielder. Boult misses his length again. On a good length and outside off, Karthik gets forward and drills it away with authority",Boult,Karthik
17.5,1,"Boult to Raina, 1 run, Boult misses his length, full-toss on leg stump, dragged now to square- ish long leg",Boult,Raina
